id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
80139,0.752888,tcp,http,FIN,10,8,808,1268,22.579719,62,252,7735.545898,11794.58301,2,2,83.553556,84.52757,4175.874211,114.559914,255,4260034025,2642891895,255,0.261574,0.161185,0.100389,81,159,1,227,4,1,2,2,2,4,0,0,4,2,4,0,Analysis,1
141947,3e-06,merit-inp,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,1,1,1,4,0,0,0,2,4,0,Backdoor,1
38955,1.801851,tcp,ssh,FIN,228,234,24240,29348,255.848009,31,29,107152.0313,129746.5781,54,67,7.972792,7.794762,514.152537,509.803728,255,3533745799,1384448828,255,0.001243,0.001123,0.00012,106,125,0,0,1,0,3,1,1,1,0,0,0,1,1,0,Normal,0
72537,0.777927,tcp,-,FIN,10,8,556,354,21.852951,254,252,5152.154297,3187.959961,2,1,84.190111,99.46357,5140.476563,165.078578,255,77030815,2188007428,255,0.147013,0.081673,0.06534,56,44,0,0,14,1,1,2,1,8,0,0,0,2,8,0,Normal,0
254,0.020369,tcp,-,FIN,16,18,1540,1644,1620.108931,31,29,567136.3125,609946.4375,4,4,1.337067,1.171,82.920909,2.151021,255,2919974815,2930857377,255,0.000573,0.000457,0.000116,96,91,0,0,7,0,8,4,1,4,0,0,0,7,7,0,Normal,0
88001,0.752509,tcp,-,FIN,10,6,600,268,19.933316,254,252,5740.794922,2381.366943,2,1,80.286889,131.800203,4161.476029,213.273125,255,1417524080,1394487751,255,0.211545,0.093501,0.118044,60,45,0,0,9,1,1,1,1,2,0,0,0,4,1,0,Shellcode,1
44499,0.336488,tcp,http,FIN,10,6,694,268,44.578112,254,252,14859.37012,5325.598633,2,1,36.471,59.208199,2433.719629,108.830508,255,380547958,1674562919,255,0.075127,0.040441,0.034686,69,45,0,0,4,1,3,3,1,4,0,0,0,3,4,0,Normal,0
85681,0.13358,sctp,-,CON,2,2,152,82,22.458452,254,60,4551.57959,2455.45752,0,0,0.003,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,76,41,0,0,1,0,1,1,1,1,0,0,0,1,1,0,Backdoor,1
96157,1.265938,tcp,http,FIN,10,10,1142,1126,15.008633,254,252,6496.368652,6407.896484,2,2,140.659778,133.678672,9859.731427,201.669609,255,1561070687,1137107764,255,0.118898,0.061757,0.057141,114,113,1,156,9,1,9,9,6,9,0,0,30,31,9,0,Analysis,1
38064,0.205878,tcp,-,FIN,66,68,3926,57474,646.013645,31,29,150263.75,2200487.5,7,27,3.162492,3.064284,212.253625,208.931987,255,2244521650,154094004,255,0.000692,0.000568,0.000124,59,845,0,0,4,0,2,1,1,1,0,0,0,2,10,0,Normal,0
43776,0.809507,tcp,-,FIN,10,6,802,268,18.529796,254,252,7135.207031,2213.692871,2,1,89.870778,134.343,4673.918024,219.269281,255,1162322808,1088755286,255,0.277751,0.137791,0.13996,80,45,0,0,3,1,1,1,1,3,0,0,0,1,3,0,Normal,0
89549,9e-06,udp,-,INT,2,0,322,0,111111.1072,254,0,143111104.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,161,0,0,0,1,2,1,1,1,1,0,0,0,2,1,0,Shellcode,1
61735,30.358606,sctp,-,CON,250,24,248562,1652,8.992508,254,60,65238.30469,417.410461,0,0,121.922172,439.407875,539.161375,571.17,0,0,0,0,0.0,0.0,0.0,994,69,0,0,1,0,1,1,1,1,0,0,0,1,1,0,Backdoor,1
49216,59.478535,ospf,-,INT,80,0,21760,0,1.32821,254,0,2890.185547,0.0,0,0,752.892875,0.0,1035.923438,0.0,0,0,0,0,0.0,0.0,0.0,272,0,0,0,1,2,1,1,1,1,0,0,0,2,1,0,Analysis,1
9961,0.001002,udp,dns,CON,2,2,146,178,2994.012136,31,29,582834.375,710578.875,0,0,0.009,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,2,0,1,1,1,3,0,0,0,3,2,0,Normal,0
33259,0.004904,udp,-,CON,4,4,568,312,1427.406173,31,29,694942.875,381729.1875,0,0,1.346333,1.178667,1.900468,1.659108,0,0,0,0,0.0,0.0,0.0,142,78,0,0,10,0,4,1,1,3,0,0,0,5,8,0,Normal,0
42660,0.655623,tcp,-,FIN,16,10,1048,556,38.131669,254,252,11994.69824,6113.269043,5,3,43.649465,66.410445,2201.368579,85.382008,255,1332336184,3479533880,255,0.086625,0.05792,0.028705,66,56,0,0,5,1,1,1,1,5,0,0,0,1,5,0,Normal,0
49340,0.79576,tcp,-,FIN,12,8,539,444,23.876546,254,252,4976.375,3910.727051,2,2,72.341821,106.19343,4539.265786,173.626125,255,2844366189,2087764447,255,0.096011,0.034645,0.061366,45,56,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Backdoor,1
4096,0.01836,tcp,-,FIN,16,18,1540,1644,1797.385611,31,29,629193.875,676688.4375,4,4,1.2036,1.053353,73.12598,2.041395,255,3712883309,3718159837,255,0.000581,0.00045,0.000131,96,91,0,0,16,0,7,3,1,5,0,0,0,4,7,0,Normal,0
61562,0.308228,tcp,-,FIN,10,6,1012,268,48.665276,254,252,23644.83594,5813.878418,2,1,33.454889,49.214199,1807.812538,81.009555,255,2590134954,4200511599,255,0.125535,0.062149,0.063386,101,45,0,0,1,1,1,1,1,2,0,0,0,1,1,0,Shellcode,1
58772,3e-06,udp,-,INT,2,0,320,0,333333.3215,254,0,426666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,160,0,0,0,6,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
6809,0.001052,udp,dns,CON,2,2,146,178,2851.711087,31,29,555133.0625,676806.125,0,0,0.009,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,1,0,1,1,1,2,0,0,0,5,1,0,Normal,0
74978,0.820144,tcp,-,FIN,10,8,644,354,20.728067,254,252,5657.542969,3023.859131,2,1,87.220778,101.979289,5147.656639,154.333625,255,4035350844,130455411,255,0.169447,0.106288,0.063159,64,44,0,0,6,1,6,1,1,6,0,0,0,2,13,0,Shellcode,1
14580,0.157038,tcp,-,FIN,64,66,3806,54798,821.45721,31,29,190883.7344,2749296.25,7,26,2.486698,2.407138,154.240912,151.404663,255,3639493863,1490175827,255,0.000691,0.000569,0.000122,59,830,0,0,6,0,3,1,1,4,0,0,0,4,8,0,Normal,0
96001,7e-06,iplt,-,INT,2,0,200,0,142857.1409,254,0,114285712.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,14,2,6,5,5,17,0,0,0,6,14,0,Backdoor,1
99256,3e-06,ip,-,INT,2,0,180,0,333333.3215,254,0,239999984.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,90,0,0,0,4,2,3,4,3,3,0,0,0,4,3,0,Backdoor,1
35323,0.001034,udp,dns,CON,2,2,146,178,2901.354085,31,29,564796.9375,688588.0625,0,0,0.003,0.002,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,2,0,4,1,1,2,0,0,0,3,4,0,Normal,0
39321,0.276122,udp,-,CON,4,4,544,304,25.351113,31,29,11820.86133,6605.775391,0,0,45.660332,87.691664,64.565684,124.005555,0,0,0,0,0.0,0.0,0.0,136,76,0,0,3,0,2,1,1,3,0,0,0,3,4,0,Normal,0
34590,0.014357,tcp,-,FIN,16,18,1540,1644,2298.530388,31,29,804624.9375,865361.875,4,4,0.9358,0.817353,64.801889,1.449865,255,2628587225,485391787,255,0.000569,0.000457,0.000112,96,91,0,0,13,0,6,2,1,4,0,0,0,5,11,0,Normal,0
63319,1.178485,tcp,http,FIN,10,8,836,1178,14.4253,62,252,5111.647461,6998.815918,2,2,130.929556,150.409281,7166.831918,270.084969,255,584950232,3549125989,255,0.215493,0.125611,0.089882,84,147,1,165,3,1,2,1,1,3,0,0,1,1,3,0,Analysis,1
134224,2.871103,tcp,http,FIN,10,10,854,1302,6.617666,62,252,2142.730469,3265.643799,2,2,319.011444,301.302875,23188.91539,498.78825,255,2342584645,4255437997,255,0.261233,0.158752,0.102481,85,130,1,187,3,1,2,2,2,4,0,0,4,2,3,0,Analysis,1
140727,0.696159,tcp,-,FIN,10,8,620,354,24.419709,254,252,6412.328125,3562.404541,2,1,77.351,82.26757,4571.896152,133.804922,255,508103444,2357962034,255,0.14209,0.060641,0.081449,62,44,0,0,8,1,1,1,1,1,0,0,0,4,1,0,Backdoor,1
50098,0.435052,tcp,-,FIN,10,8,628,354,39.075788,254,252,10407.95117,5700.467773,2,1,48.339111,60.64357,3023.607779,124.062008,255,2902280875,2715436334,255,0.068177,0.009571,0.058606,63,44,0,0,3,1,1,1,1,1,0,0,0,2,1,0,Shellcode,1
50072,9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,3,3,3,5,0,0,0,3,5,0,Analysis,1
169988,9e-06,xtp,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,1,1,1,3,0,0,0,2,3,0,Analysis,1
2892,1.005813,tcp,http,FIN,12,18,1580,10168,28.832397,31,29,11525.00488,76387.95313,3,5,91.399185,59.133413,9530.152858,7674.998837,255,2544294662,395723194,255,0.000654,0.000541,0.000113,132,565,1,3924,1,0,5,1,1,2,0,0,1,1,2,0,Normal,0
108210,3e-06,unas,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,2,2,2,2,2,2,0,0,0,5,2,0,Analysis,1
4977,0.031101,tcp,smtp,FIN,52,40,37268,3276,2925.950975,31,29,9402142.0,821838.5625,18,8,0.601745,0.77641,34.276244,1.663849,255,3951082158,1806895809,255,0.000971,0.000817,0.000154,717,82,0,0,3,0,2,1,1,3,0,0,0,4,2,0,Normal,0
78578,7e-06,udp,-,INT,2,0,254,0,142857.1409,254,0,145142848.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,127,0,0,0,4,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
65855,0.446976,tcp,-,FIN,10,6,612,268,33.558848,254,252,9861.827148,4009.163818,2,1,46.981111,67.949,2385.130004,101.574438,255,297061090,866428091,255,0.142499,0.107224,0.035275,61,45,0,0,1,1,1,1,1,1,0,0,0,2,1,0,Shellcode,1
10881,1.529073,tcp,-,FIN,10,6,738,268,9.809865,254,252,3479.232178,1171.951904,2,1,164.648333,254.562203,8859.173743,423.019437,255,3903678195,2797781775,255,0.402474,0.256253,0.146221,74,45,0,0,5,1,2,2,2,3,0,0,0,3,3,0,Normal,0
84996,5e-06,unas,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,5,4,4,10,0,0,0,5,7,0,Analysis,1
36870,0.808976,tcp,-,FIN,28,30,4840,3080,70.459445,31,29,46162.0625,29449.57617,7,7,29.939777,27.877861,1756.488174,45.587887,255,3344783445,3517589835,255,0.000639,0.000515,0.000124,173,103,0,0,8,0,3,1,1,4,0,0,0,1,10,0,Normal,0
164594,3e-06,unas,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,2,5,0,Backdoor,1
58185,1.7e-05,udp,-,INT,2,0,194,0,58823.52838,254,0,45647060.0,0.0,0,0,0.017,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,97,0,0,0,6,2,1,1,1,1,0,0,0,2,1,0,Shellcode,1
21629,0.072929,tcp,-,FIN,62,62,3718,50036,1686.571817,31,29,401376.6563,5400211.0,7,24,1.210217,1.205567,73.078945,1.958987,255,2719189588,2719506899,255,0.000889,0.000594,0.000295,60,807,0,0,12,0,3,1,1,1,0,0,0,3,4,0,Normal,0
170066,15.602136,ospf,-,INT,20,0,900,0,1.217782,254,0,438.40152,0.0,0,0,821.165062,0.0,987.040687,0.0,0,0,0,0,0.0,0.0,0.0,45,0,0,0,2,2,3,2,2,3,0,0,0,3,2,0,Backdoor,1
20352,0.027988,tcp,-,FIN,64,66,3806,54798,4609.11822,31,29,1071030.5,15426040.0,7,26,0.439206,0.422262,23.238389,22.945899,255,807854701,2953491250,255,0.000665,0.000538,0.000127,59,830,0,0,4,0,2,1,1,1,0,0,0,3,3,0,Normal,0
6294,0.822937,tcp,-,FIN,122,126,7814,16912,300.144478,31,29,75339.90625,163103.6094,30,32,6.798132,6.631944,460.330349,458.244507,255,3777857920,3775193273,255,0.000713,0.000574,0.000139,64,134,0,0,2,0,2,1,1,2,0,0,0,2,2,0,Normal,0
150100,9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,2,2,2,4,0,0,0,3,4,0,Analysis,1
103725,2.329657,tcp,-,FIN,10,8,668,354,7.297211,254,252,2067.25708,1064.534302,2,1,254.511111,320.377719,16534.03293,458.788219,255,2694128291,3098188105,255,0.193258,0.087012,0.106246,67,44,0,0,2,1,2,1,1,1,0,0,0,1,2,0,Shellcode,1
135314,3e-06,swipe,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,1,1,1,3,0,0,0,1,3,0,Backdoor,1
8442,0.001044,udp,dns,CON,2,2,132,164,2873.563127,31,29,505747.125,628352.5,0,0,0.009,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,1,0,11,1,1,3,0,0,0,11,3,0,Normal,0
5013,0.019124,tcp,-,FIN,16,18,1540,1644,1725.580476,31,29,604057.75,649654.875,4,4,1.2536,1.097471,76.262359,2.265016,255,1189816053,1194836565,255,0.000587,0.000464,0.000123,96,91,0,0,21,0,6,12,1,7,0,0,0,18,13,0,Normal,0
162995,16.170187,ospf,-,REQ,16,0,4352,0,0.927633,254,0,2018.529541,0.0,0,0,1290.972,0.0,1493.258125,0.0,0,0,0,0,0.0,0.0,0.0,272,0,0,0,2,6,13,2,2,4,0,0,0,4,2,0,Backdoor,1
9805,0.001669,udp,-,CON,4,4,528,304,4194.128172,31,29,1898142.625,1092870.0,0,0,0.436,0.203333,0.608819,0.2812,0,0,0,0,0.0,0.0,0.0,132,76,0,0,12,0,7,1,1,6,0,0,0,8,9,0,Normal,0
23700,0.539155,tcp,-,FIN,10,8,1506,354,31.530821,254,252,20120.37305,4599.790527,2,1,56.449333,65.549711,3693.538204,121.563281,255,3320163160,2926713686,255,0.13802,0.080296,0.057724,151,44,0,0,9,1,1,1,1,9,0,0,0,1,9,0,Normal,0
47950,8e-06,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,2,2,2,7,0,0,0,11,7,0,Backdoor,1
54118,0.991408,tcp,-,FIN,10,8,1078,354,17.14733,254,252,7835.321289,2501.49292,2,1,104.379889,132.706422,6022.000614,225.302391,255,2175081568,1035015082,255,0.140804,0.062455,0.078349,108,44,0,0,3,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
172562,3e-06,unas,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,3,3,3,6,0,0,0,5,6,0,Backdoor,1
47667,0.466018,tcp,-,FIN,10,6,534,268,32.187599,254,252,8257.192383,3845.345215,2,1,49.811444,80.518203,2466.757801,120.82307,255,1831104572,1792600361,255,0.130347,0.063421,0.066926,53,45,0,0,5,1,1,1,1,2,0,0,0,2,2,0,Normal,0
11787,0.115863,tcp,-,FIN,88,92,5070,83812,1544.928024,31,29,346132.9375,5724070.5,7,39,1.375643,1.207133,88.756808,0.0,255,3261483007,3265692227,255,0.007355,0.007215,0.00014,58,911,0,0,8,0,3,1,1,2,0,0,0,4,3,0,Normal,0
127799,5e-06,unas,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,2,2,2,6,0,0,0,3,6,0,Analysis,1
6469,1.070885,tcp,http,FIN,14,18,1684,10168,28.948021,31,29,11683.79492,71746.27344,3,5,82.349308,62.939294,8781.911277,7689.736732,255,2543467668,2548618130,255,0.001045,0.000914,0.000131,120,565,1,3924,3,0,6,1,1,3,0,0,1,4,2,0,Normal,0
92531,1e-05,udp,-,INT,2,0,222,0,100000.0025,254,0,88800000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,111,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
83158,0.145925,udp,-,CON,2,2,76,140,20.558506,254,60,2083.261963,3837.587891,0,0,0.017,0.012,0.0,0.0,0,0,0,0,0.0,0.0,0.0,38,70,0,0,2,0,1,1,1,1,0,0,0,1,1,0,Backdoor,1
33164,0.047271,tcp,ftp-data,FIN,6,8,320,1910,275.010058,31,29,45186.26953,282964.1875,1,2,9.3876,6.689,655.667103,16.074,255,2428325829,299112214,255,0.000558,0.000444,0.000114,53,239,0,0,2,0,3,1,1,3,0,0,0,3,2,0,Normal,0
62795,0.621469,ospf,-,REQ,4,0,1088,0,4.827272,254,0,10504.14356,0.0,0,0,391.36,0.0,407.624813,0.0,0,0,0,0,0.0,0.0,0.0,272,0,0,0,2,6,2,1,1,2,0,0,0,1,2,0,Analysis,1
88428,1.086709,ospf,-,INT,42,0,1890,0,37.728591,254,0,13582.29297,0.0,0,0,26.505098,0.0,27.825355,0.0,0,0,0,0,0.0,0.0,0.0,45,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Backdoor,1
67239,0.272736,tcp,-,FIN,10,8,548,382,62.331336,254,252,14490.20215,9826.351562,2,2,30.304,37.561285,1523.858574,54.661156,255,4153223468,2943014890,255,0.057164,0.0091,0.048064,55,48,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Backdoor,1
11911,0.940646,tcp,-,FIN,10,8,738,354,18.072686,254,252,5655.6875,2636.486084,2,1,104.492222,121.886859,5128.556509,209.228781,255,954135273,3042828036,255,0.204413,0.08743,0.116983,74,44,0,0,3,1,1,1,1,1,0,0,0,1,1,0,Normal,0
43105,5e-06,udp,-,INT,2,0,78,0,200000.0051,254,0,62400000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,39,0,0,0,5,2,1,1,1,2,0,0,0,1,2,0,Normal,0
133463,1.490239,tcp,http,FIN,10,10,856,1396,12.749633,62,252,4138.933594,6747.910645,2,2,165.582111,144.974109,8855.668783,260.600172,255,4131693012,2379501703,255,0.226092,0.111953,0.114139,86,140,1,234,1,1,1,1,1,1,0,0,1,2,1,0,Analysis,1
33355,0.036145,tcp,-,FIN,122,126,7820,15306,6833.58663,31,29,1716641.25,3360907.25,30,32,0.305974,0.284632,18.82932,17.69445,255,1238742944,3385198765,255,0.000689,0.000562,0.000127,64,121,0,0,8,0,4,1,1,3,0,0,0,8,10,0,Normal,0
34428,3.11608,tcp,ftp,FIN,52,54,2934,3742,33.696182,31,29,7388.770508,9429.795898,11,15,61.092569,58.784527,4153.54438,125.890375,255,4223553418,4232372040,255,0.000616,0.000495,0.000121,56,69,0,0,1,0,3,1,1,4,1,1,0,4,1,0,Normal,0
26460,0.004435,udp,-,CON,4,4,568,312,1578.353999,31,29,768432.9375,422096.9688,0,0,1.188,0.997,1.674429,1.401486,0,0,0,0,0.0,0.0,0.0,142,78,0,0,11,0,6,1,1,3,0,0,0,4,8,0,Normal,0
106982,4e-06,udp,-,INT,2,0,1348,0,250000.0006,254,0,1348000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,674,0,0,0,2,2,2,2,1,2,0,0,0,3,2,0,Normal,0
74992,1e-06,udp,-,INT,2,0,104,0,1000000.003,254,0,416000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,7,2,2,2,2,7,0,0,0,2,7,0,Normal,0
19821,0.001036,udp,dns,CON,2,2,146,178,2895.752973,31,29,563706.5625,687258.6875,0,0,0.009,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,3,0,1,1,1,7,0,0,0,4,3,0,Normal,0
85452,8e-06,pup,-,INT,2,0,180,0,125000.0003,254,0,90000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,90,0,0,0,10,2,8,8,8,10,0,0,0,8,10,0,Backdoor,1
7622,0.016825,tcp,-,FIN,48,50,2974,30506,5765.230372,31,29,1385081.75,14215037.0,7,18,0.35913,0.331122,19.365749,18.39481,255,2601275011,2601592742,255,0.000732,0.000592,0.00014,62,610,0,0,6,0,5,1,1,1,0,0,0,4,7,0,Normal,0
95778,6e-06,pim,-,INT,2,0,200,0,166666.6608,254,0,133333328.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,3,2,2,8,0,0,0,5,6,0,Analysis,1
103420,1e-05,iso-tp4,-,INT,2,0,200,0,100000.0025,254,0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,1,1,1,4,0,0,0,1,4,0,Analysis,1
69693,4e-06,unas,-,INT,2,0,200,0,250000.0006,254,0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,3,3,3,6,0,0,0,8,6,0,Backdoor,1
133264,1.884518,tcp,http,FIN,10,10,848,1192,10.082153,62,252,3243.269531,4555.010742,2,2,209.390889,197.650563,12654.4929,444.005063,255,3706638457,2422021330,255,0.190521,0.104996,0.085525,85,119,1,132,2,1,1,1,1,1,0,0,1,1,1,0,Analysis,1
35645,0.126887,tcp,-,FIN,66,68,3926,57474,1048.176777,31,29,243807.5,3570358.0,7,27,1.977609,1.886149,104.402459,102.009491,255,2430906228,310465326,255,0.000648,0.000512,0.000136,59,845,0,0,8,0,3,1,1,1,0,0,0,2,5,0,Normal,0
36689,0.038084,tcp,-,FIN,54,54,3286,39076,2809.5788,31,29,677659.875,8056506.5,7,20,0.707615,0.70734,45.41648,1.15472,255,829067081,2974742168,255,0.000754,0.000589,0.000165,61,724,0,0,2,0,2,1,1,1,0,0,0,3,2,0,Normal,0
42828,2e-06,udp,-,INT,2,0,78,0,500000.0013,254,0,156000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,39,0,0,0,7,2,3,2,1,6,0,0,0,2,8,0,Normal,0
82863,4e-06,unas,-,INT,2,0,200,0,250000.0006,254,0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,3,2,2,5,0,0,0,4,3,0,Analysis,1
156976,0.120924,udp,-,CON,4,2,228,91,41.348284,254,60,11312.89063,3043.233643,0,0,3.821333,0.009,5.396404,0.0,0,0,0,0,0.0,0.0,0.0,57,46,0,0,1,0,1,1,1,1,0,0,0,1,1,0,Backdoor,1
109427,9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,2,2,2,2,2,2,0,0,0,2,2,0,Backdoor,1
39989,0.017578,tcp,-,FIN,16,18,1540,1644,1877.346662,31,29,657185.125,706792.5625,4,4,1.151933,1.007706,69.402082,2.054194,255,3442152335,3446652495,255,0.000576,0.000444,0.000132,96,91,0,0,18,0,3,3,1,3,0,0,0,5,5,0,Normal,0
48268,8e-06,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,8,2,4,4,4,8,0,0,0,13,8,0,Analysis,1
71543,4e-06,sps,-,INT,2,0,200,0,250000.0006,254,0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,3,3,3,5,0,0,0,27,5,0,Analysis,1
44093,1.660698,tcp,-,FIN,12,10,1106,842,12.645285,254,252,4884.692871,3651.476562,3,2,150.883276,175.562,8604.929769,307.823406,255,2242242375,1711429357,255,0.221354,0.080631,0.140723,92,84,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Normal,0
80143,0.732088,tcp,http,FIN,10,8,820,1294,23.221251,62,252,8064.604004,12381.02441,2,2,81.343111,94.003289,4172.943131,180.170094,255,4014992899,3795793975,255,0.222776,0.073461,0.149315,82,162,1,240,3,1,1,1,1,4,0,0,1,1,3,0,Analysis,1
14849,0.065035,tcp,-,FIN,84,86,4862,75600,2598.600736,31,29,591066.375,9191481.0,7,36,0.778073,0.758824,49.319028,48.757717,255,4200336077,2062446317,255,0.000669,0.000532,0.000137,58,879,0,0,4,0,5,1,1,2,0,0,0,3,10,0,Normal,0
54965,6e-06,udp,-,INT,2,0,406,0,166666.6608,254,0,270666656.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,203,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
45535,5.114945,tcp,-,REQ,6,0,270,0,0.977528,254,0,351.909943,0.0,5,0,1022.989,0.0,1512.799375,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,35,6,21,2,2,35,0,0,0,21,35,0,Normal,0
33921,0.094001,tcp,-,FIN,18,20,4320,2560,393.612823,31,29,347230.3438,206976.5156,7,7,5.511294,4.922,678.809585,19.356084,255,3340841323,1194440893,255,0.00059,0.000479,0.000111,240,128,0,0,4,0,4,1,1,3,0,0,0,4,4,0,Normal,0
65242,59.02319,ospf,-,REQ,26,0,2808,0,0.423562,254,0,365.957855,0.0,0,0,2446.801,0.0,2776.60925,0.0,0,0,0,0,0.0,0.0,0.0,108,0,0,0,1,6,1,1,1,1,0,0,0,4,1,0,Backdoor,1
31401,1.007443,tcp,http,FIN,12,18,1580,10168,28.785749,31,29,11506.3584,76264.36719,3,5,91.552091,59.233827,9530.609991,7674.362088,255,2327411649,178823338,255,0.000582,0.000465,0.000117,132,565,1,3924,2,0,3,1,1,2,0,0,1,6,2,0,Normal,0
69040,3e-06,ippc,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,2,2,2,4,0,0,0,2,4,0,Backdoor,1
